product;price;rating;recall;instalment;instalment_price;instalment_time
Lenovo Thinkpad X1 Carbon 21CB004JRT черный;1499900;0;;В кредит;94 894 ₸;x24
HP 16-e0069ur 4E1K1EA синий;719990;0;;В кредит;45 552 ₸;x24
Lenovo IdeaPad L3 15ITL6 82HL0038RK серебристый;219199;10;(3 отзыва);В кредит;13 868 ₸;x24
Dream Machines RG3050Ti 15KZ33 черный;521890;0;;В кредит;33 019 ₸;x24
HP 240 G8 43W55EA серый;317910;9;;В кредит;20 114 ₸;x24
HP ZBook Fury 16 G9 62U60EA серый;1459098;0;;В кредит;92 313 ₸;x24
Acer Swift X SFX16-51G-545M NX.AYKER.003 серый;561040;0;;В кредит;35 496 ₸;x24
Lenovo Legion 5 15ACH6H 82JU00BVRK темно-синий;888990;10;(8 отзывов);В кредит;56 244 ₸;x24
Huawei MateBook 14 I5165SUW KLVD-WFH9 серый;699990;10;(1 отзыв);В кредит;44 286 ₸;x24
HP Omen 17-ck1010ci 6K318EA черный;1904590;10;;В кредит;120 497 ₸;x24
HP Pavilion Aero 13-be1025ci 6K3C1EA серебристый;451830;0;;В кредит;28 586 ₸;x24
ASUS X415EA-EB533 90NB0TT2-M07390 серый;429890;10;(10 отзывов);В кредит;27 198 ₸;x24
Machenike S16 i912900H30606GQ165HGMQDR2 черный;699000;0;;В кредит;44 224 ₸;x24
Lenovo IdeaPad Gaming 3 15IHU6 82K100EERK черный;399990;10;(4 отзыва);В кредит;25 306 ₸;x24
DELL XPS 13 Plus 9320 210-BDVD-5 серый;1527680;0;;В кредит;96 651 ₸;x24
HP Laptop 15-dw1062ur 4Z9C9EA серый;189900;8;(6 отзывов);В кредит;12 015 ₸;x24
ASUS X515EA-EJ1414 90NB0TY2-M03EX0 серебристый;174050;0;;В кредит;11 012 ₸;x24
HP Victus 15-fa0065ci 809P6EA серый;399900;0;;В кредит;25 301 ₸;x24
Lenovo V15 G2 ALC 82KD0033RU черный;214990;9;(2 отзыва);В кредит;13 602 ₸;x24
Lenovo V15 G2 ITL 82KB0006RU серый;277490;10;(1 отзыв);В кредит;17 556 ₸;x24
ASUS Rog Strix Scar 16 G634JZ-N4035 90NR0C81-M00300 черный;2199990;10;(1 отзыв);В кредит;139 186 ₸;x24
ASUS GX650PY-NM040W 90NR0BI1-M00270 черный;2229000;0;;В кредит;141 022 ₸;x24
Acer Aspire 3 A314-35 NX.A7SER.00G серебристый;289990;10;;В кредит;18 347 ₸;x24
Lenovo ThinkBook 15 G4 IAP 21DJ009MRU серый;1199990;0;;В кредит;75 920 ₸;x24
Lenovo Legion 5 Pro 16IRX8 82WK0067RK темно-серый;999990;0;;В кредит;63 266 ₸;x24
Lenovo ThinkBook 13s G4 21AR0019RU серый;678990;0;;В кредит;42 958 ₸;x24
Microsoft Surface Laptop 5 1979 RIP-00041 черный;1089900;0;;В кредит;68 955 ₸;x24
Acer Nitro 5 AN515-58 NH.QFJER.002 черный;479990;9;(10 отзывов);В кредит;30 368 ₸;x24
Acer Nitro 5 AN517-55 NH.QFWER.006 черный;950000;10;(2 отзыва);В кредит;60 104 ₸;x24
HP 15s-fq2074ur серебристый;449989;10;(14 отзывов);В кредит;28 470 ₸;x24
ASUS VivoBook Pro 15 K3500PH 90NB0UV2-M02960 синий;479990;10;(2 отзыва);В кредит;30 368 ₸;x24
DELL Vostro 5625 210-BDFL-2 серый;507510;10;(1 отзыв);В кредит;32 109 ₸;x24
Lenovo IdeaPad L3 15ITL6 82HL0038RK серебристый;219199;10;(3 отзыва);В кредит;13 868 ₸;x24
Acer Swift X SFX16-51G-545M NX.AYKER.003 серый;561040;0;;В кредит;35 496 ₸;x24
Acer Aspire 3 A315-43 NX.K7CER.008 черный;299990;10;(1 отзыв);В кредит;18 980 ₸;x24
Lenovo ThinkBook 15 G2 ITL 20VE00U7RU серый;497690;0;;В кредит;31 488 ₸;x24
HP Pavilion Aero 13-be1028ci 7P0L6EA белый;410840;0;;В кредит;25 993 ₸;x24
Lenovo ThinkBook 15 G4 IAP 21DJ009MRU серый;1199990;0;;В кредит;75 920 ₸;x24
Microsoft Surface Laptop 5 1979 RIP-00041 черный;1089900;0;;В кредит;68 955 ₸;x24
Acer Nitro 5 AN515-58 NH.QFJER.002 черный;479990;9;(10 отзывов);В кредит;30 368 ₸;x24
Acer Nitro 5 AN517-55 NH.QFWER.006 черный;950000;10;(2 отзыва);В кредит;60 104 ₸;x24
HP 15s-fq2074ur серебристый;449989;10;(14 отзывов);В кредит;28 470 ₸;x24
ASUS VivoBook Pro 15 K3500PH 90NB0UV2-M02960 синий;479990;10;(2 отзыва);В кредит;30 368 ₸;x24
DELL Vostro 5625 210-BDFL-2 серый;507510;10;(1 отзыв);В кредит;32 109 ₸;x24
Lenovo IdeaPad L3 15ITL6 82HL0038RK серебристый;219199;10;(3 отзыва);В кредит;13 868 ₸;x24
Acer Swift X SFX16-51G-545M NX.AYKER.003 серый;561040;0;;В кредит;35 496 ₸;x24
Acer Aspire 3 A315-43 NX.K7CER.008 черный;299990;10;(1 отзыв);В кредит;18 980 ₸;x24
Lenovo ThinkBook 15 G2 ITL 20VE00U7RU серый;497690;0;;В кредит;31 488 ₸;x24
HP Pavilion Aero 13-be1028ci 7P0L6EA белый;410840;0;;В кредит;25 993 ₸;x24
Lenovo ThinkBook 15 G4 IAP 21DJ009MRU серый;1199990;0;;В кредит;75 920 ₸;x24
Dream Machines RG3050Ti-17KZ46 черный;599970;0;;В кредит;37 959 ₸;x24
ASUS K6602HC-N1071 90NB0YU1-M004N0 синий;439990;8;(1 отзыв);В кредит;27 837 ₸;x24
Lenovo IdeaPad Gaming 3 82K100KFRK черный;609990;10;(2 отзыва);В кредит;38 592 ₸;x24
DELL XPS 13 Plus 9320 210-BDVD-5 серый;1527680;0;;В кредит;96 651 ₸;x24
ASUS VivoBook Go E1504FA-BQ090 90NB0ZR2-M00L10 черный;229990;0;;В кредит;14 551 ₸;x24
ASUS UX5304VA-NQ086W 90NB0Z92-M00AV0 серый;699990;0;;В кредит;44 286 ₸;x24
Aspire 5 A515-56-36UT NX.AASAA.002 серебристый;199990;0;;В кредит;12 653 ₸;x24
HP Victus 16-e0043ur 4A746EA черный;475590;9;(15 отзывов);В кредит;30 089 ₸;x24
Lenovo V15 G2 ITL 82KB0006RU серый;277490;10;(1 отзыв);В кредит;17 556 ₸;x24
Lenovo Legion 5 Pro 16IRX8 82WK0067RK темно-серый;999990;0;;В кредит;63 266 ₸;x24
Acer Aspire A315-34-P351 NX.HE3ER.010 черный;239990;9;(4 отзыва);В кредит;15 184 ₸;x24
Lenovo TP T590 20N4004DRT черный;590000;10;;В кредит;37 328 ₸;x24
ASUS Vivobook S 14 M3402RA-KM081 90NB0WH1-M00370 серебристый;505990;0;;В кредит;32 013 ₸;x24
Lenovo ThinkBook 14 G3 ACL 21A20046RU серый;399000;10;(1 отзыв);В кредит;25 244 ₸;x24
Lenovo ThinkBook 15 G4 IAP 21DJ009MRU серый;1199990;0;;В кредит;75 920 ₸;x24
ASUS Rog Strix Scar 16 G634JZ-N4035 90NR0C81-M00300 черный;2199990;10;(1 отзыв);В кредит;139 186 ₸;x24
ASUS GX650PY-NM040W 90NR0BI1-M00270 черный;2229000;0;;В кредит;141 022 ₸;x24
HP 250 G8 UMA 32M39EA серебристый;499990;10;(1 отзыв);В кредит;31 633 ₸;x24
ASUS ROG Flow X16 GV601VV-NF026W 90NR0D11-M001P0 черный;1140790;10;(1 отзыв);В кредит;72 174 ₸;x24
ASUS X1702ZA-AU155 90NB0WZ1-M00640 серебристый;279990;10;(2 отзыва);В кредит;17 714 ₸;x24
ASUS VivoBook 15 M513U 90NB0TP1-M06280 черный;329990;9;(20 отзывов);В кредит;20 878 ₸;x24
ASUS VivoBook Pro 15 K3500PH 90NB0UV2-M02960 синий;479990;10;(2 отзыва);В кредит;30 368 ₸;x24
HP 15-fc0002ci 7P449EA серебристый;299990;10;(2 отзыва);В кредит;18 980 ₸;x24
HP 15s-fq2074ur серебристый;449989;10;(14 отзывов);В кредит;28 470 ₸;x24
ASUS VivoBook Go E1504FA-BQ090 90NB0ZR2-M00L10 черный;229990;0;;В кредит;14 551 ₸;x24
ASUS UX5304VA-NQ086W 90NB0Z92-M00AV0 серый;699990;0;;В кредит;44 286 ₸;x24
ASUS ROG Strix SCAR 16 G634JZ-N4067W 90NR0C81-M00500 черный;2299990;10;(2 отзыва);В кредит;145 513 ₸;x24
Dream Machines RG3050Ti-17KZ46 черный;599970;0;;В кредит;37 959 ₸;x24
DELL Inspiron 15 210-BDIG-9 черный;319868;0;;В кредит;20 237 ₸;x24
ASUS Zenbook S UM5302TA-LV562W 90NB0WA3-M00UP0 синий;599990;10;(1 отзыв);В кредит;37 960 ₸;x24
ASUS Rog Strix Scar 16 G634JZ-N4035 90NR0C81-M00300 черный;2199990;10;(1 отзыв);В кредит;139 186 ₸;x24
ASUS GX650PY-NM040W 90NR0BI1-M00270 черный;2229000;0;;В кредит;141 022 ₸;x24
ASUS X515EA-EJ1414 90NB0TY2-M03EX0 серебристый;174050;0;;В кредит;11 012 ₸;x24
Lenovo IdeaPad 3 14ITL6 82H7015TRU серый;970000;10;(6 отзывов);В кредит;61 369 ₸;x24
ASUS S433EA-KI2331W 90NB0RL4-M00MH0 серый;399229;0;;В кредит;25 258 ₸;x24
ASUS ROG Zephyrus M16 GU604VZ-NM040W 90NR0BK3-M002W0 черный;1878563;10;(2 отзыва);В кредит;118 851 ₸;x24
Huawei MateBook 14 I5165SUW KLVD-WFH9 серый;699990;10;(1 отзыв);В кредит;44 286 ₸;x24
Acer Swift 3 SF314-511 NX.ACWER.003 синий;309990;0;;В кредит;19 612 ₸;x24
Machenike S16 i912900H30606GQ165HGMQDR2 черный;699000;0;;В кредит;44 224 ₸;x24
Acer Nitro 5 AN515-45 NH.QBRER.007 черный;1149999;10;(4 отзыва);В кредит;72 757 ₸;x24
HP 15-eu0022ur 4E0V4EA черный;549990;10;(11 отзывов);В кредит;34 796 ₸;x24
Lenovo IdeaPad Gaming 3 15ACH6 82K200LSRK черный;799989;10;(21 отзыв);В кредит;50 613 ₸;x24
HP Omen 17-ck1010ci 6K318EA черный;1904590;10;;В кредит;120 497 ₸;x24
Lenovo TP T590 20N4004DRT черный;590000;10;;В кредит;37 328 ₸;x24
ASUS Vivobook S 14 M3402RA-KM081 90NB0WH1-M00370 серебристый;505990;0;;В кредит;32 013 ₸;x24
Aspire 5 A515-56-36UT NX.AASAA.002 серебристый;199990;0;;В кредит;12 653 ₸;x24
ASUS TUF Gaming F15 FX506HF-HN028 черный;359980;0;;В кредит;22 775 ₸;x24
HP Probook 440 G9 6F1F0EA серебристый;510538;0;;В кредит;32 300 ₸;x24
ASUS X515FA-BQ019 90NB0W01-M009B0 серый;420000;10;(13 отзывов);В кредит;26 572 ₸;x24
Lenovo IdeaPad 3 15IML05 81WB003GRK серый;234949;8;(2 отзыва);В кредит;14 865 ₸;x24
Acer Extensa 15 EX215-54-36D0 NX.EGJER.00H черный;280990;10;;В кредит;17 778 ₸;x24
HP Zbook Fury 17 G8 62T12EA серый;1432899;0;;В кредит;90 655 ₸;x24
HP ProBook 450 G8 UMA 2W1G9EA серебристый;547000;0;;В кредит;34 607 ₸;x24
Lenovo IdeaPad 330-15IKB 81DC013PRK серый;209990;10;(1 отзыв);В кредит;13 286 ₸;x24
ASUS Vivobook M1603QA-MB219 90NB0Y81-M00CW0 синий;454990;9;(10 отзывов);В кредит;28 786 ₸;x24
Lenovo Ideapad 3 15ITL6 82H800M8RK серый;249900;9;(29 отзывов);В кредит;15 811 ₸;x24
ASUS X509MA-BR113T 90NB0Q32-M03680 серый;229990;10;;В кредит;14 551 ₸;x24
HP Envy 13-Ba1026ur 2N5K5EA серый;699990;9;(1 отзыв);В кредит;44 286 ₸;x24
ASUS F515JA-BQ2729 90NB0SR2-M00F50 серебристый;257750;0;;В кредит;16 307 ₸;x24
Apple MacBook Air 13 Z15Y000KQ золотистый;999998;10;(2 отзыва);В рассрочку;83 334 ₸;x12
